label,class_name,accuracy,mean_mask_area,std_mask_area,min_mask_area,max_mask_area,q05_mask_area,q95_mask_area,n_samples,mean_conf
829,streetcar,68.0,0.2233807060308754,0.14808673502802272,0.0050862068310379,0.6665465235710144,0.04807919841259716,0.4480039730668066,50,0.6376884374022483
781,scoreboard,68.0,0.20536241248250003,0.18910493232613387,0.0036373334005475,0.8070385456085205,0.0133440000470727,0.5407034724950789,50,0.6263760654628276
983,scuba_diver,68.0,0.18072502970695492,0.13821750651457476,0.0082599995657801,0.648688018321991,0.023938642442226387,0.3817232474684715,50,0.6337998531758785
944,artichoke,66.0,0.33139562655240296,0.2656429295025906,0.0163519997149705,0.9931700825691224,0.029273066949099258,0.9021653443574905,50,0.6418668709695339
927,trifle,66.0,0.3717518573999405,0.1726923698483953,0.0434399992227554,0.759984016418457,0.15122459828853604,0.692096647620201,50,0.5517233157157898
387,lesser_panda,66.0,0.3049806715548038,0.18213584699868177,0.03110933303833,0.7577343583106995,0.08120819963514801,0.632703250646591,50,0.5288835589587688
376,proboscis_monkey,66.0,0.24344948202371594,0.1857675770858844,0.0208213329315185,0.8030081987380981,0.034221012704074336,0.5843310475349424,50,0.47481915056705476
963,pizza,66.0,0.5127589081600309,0.2732399950112756,0.0127879995852708,0.9806421995162964,0.05042976532131431,0.9493717283010481,50,0.5590687718987465
284,Siamese_cat,66.0,0.4522379571199417,0.2146926189267647,0.1288959980010986,0.9961143732070924,0.15582916960120197,0.84353032708168,50,0.567096429914236
732,Polaroid_camera,66.0,0.3792919860035181,0.19784759251782463,0.0417653322219848,0.9052985310554504,0.09152024500071997,0.7265331357717514,50,0.5791771322488785
141,redshank,66.0,0.07992498145438727,0.06336953032715731,0.0025011086836457,0.255103588104248,0.009985100384801595,0.20214166566729533,50,0.5433642076700926
763,revolver,66.0,0.2242269285023212,0.10916099344390136,0.0320050008594989,0.4493055641651153,0.048544916696846435,0.39697717279195777,50,0.600708729326725
13,junco,66.0,0.116818623393774,0.0712771029848468,0.0274749994277954,0.406161367893219,0.02940846765413875,0.2237745709717273,50,0.6042881087958812
814,speedboat,66.0,0.11473156160209323,0.11694243279970623,0.0020119759719818,0.6110758781433105,0.00815926168579603,0.2963353306055068,50,0.5617918868362903
